text,sentiment
"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn't have to grow up!",negative
can't believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.,positive
 Mr Tweet I think,neutral
Saw a black snake in the garden.  Went back for a picture and it was gone,neutral
 i want you to go walking with me!! but i still miss my satan,negative
 I second that. I wish it rained more where I am,positive
time to get to work. i'm already starting the day off bad. missed the UP screening  this morning at the el capitan,negative
had such a fun time with allegra tonite!!! we saw 17again!! good movie,positive
"is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma",negative
 Their is no such thing as TRANSPARENCY only selective OPACITY...,neutral
"In school ; With Victoria &amp; Bryan (: _ no more school soon, sadd i am",negative
 I googled &quot;engagement rings&quot; &amp; this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4,positive
"Ugh,what a boring day",negative
omg i am in so much pain  ouchies,negative
http://twitpic.com/4ja12 - we were bored,negative
"Part of my Neuroanatomy take-home test.  After this, Iï¿½m... http://tinyurl.com/de8y47",neutral
Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,positive
first day of summer sucks!!!! its overcast and cold...  this isn't summer!?!?!?!?,negative
is going to help lancey cook,positive
thinks its annoying when i keep getting twitter error messages from my mobile,negative
"????? ,my latest obession.",positive
"Have beautiful dreams all, I'm off to snuggle down with my beautiful babies as they are done with the outdoors.",positive
    You guys can make it through!,neutral
"Change my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~",negative
Wow.....I've been stood up  Might as well go to work.,neutral
even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha,negative
finally leavin tha studio.Made some really really good music! Very pleased wit tha turnout  !,positive
- stillll listening to 'paranoid'  now starting civics homework+ new JONAS episode !,neutral
is soo bored its lovley day outside but nuttin to do,neutral
Brittany moved,neutral
Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!,neutral
 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,negative
 yeah surrrrrously. we win,positive
GRANADA BOWL WITH THE CREW! Birthday bowling for Fisch and me  http://twitpic.com/4wn29,neutral
" It's a beautiful MN day, but I'm stuck inside playing Zelda.  I've gotta play at least 10 hrs. today.",positive
" dammit, no! one tweet from september, noodles is also taken",negative
is new to twitter.... needs some studying here,neutral
I forgot to put on sunblock before getting in the car,neutral
there's really no android twitter app of Tweetie's calibre,neutral
Internet is painfully slow today,negative
 haha yay We love you too Mr. Shane Dawson,positive
 Are you blogging yet? I miss you writing,negative
" Thank you for approving my application at the TWA Forum, honey. Keep up the good work",positive
Can't even tell you how much this hair dresser is pissssssing me off she has no clue wtf I'm asking her to do..so I'm expecting the worst,negative
I am sooooooo bored in textiles !,negative
and so to London in a car that's about 500 degrees with no air con!,neutral
Another Day gone by....  Have to wake up early again tomorrow,neutral
Respect to  for the Heineken man bag  http://twitpic.com/4jdrg,positive
"Got pulled over by a cop, got a warning",negative
Waiting for Raimi's new horror flick Drag Me To Hell. I'm really excited for this! Too bad it's not in #amcmain in KC,neutral
"Ride bmx on the beach in Burgas, after careoke night",neutral
Omg they know so many words now where did the time go  here's some of there words money ball keys.,neutral
who has a day long text conversation? me.,neutral
 i hope you knew its due tuesday,positive
 yea just fun dive..a bit scary sometimes but fun.  u like diving?,neutral
A delay until midnight  bloody thomson!!!!,negative
 Thank you for the rec but that doesn't work,neutral
" Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple &gt;_&gt; oopsie.",neutral
I'm SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,positive
 really? cuz KC.com said it was releasd 24/4 here n the main station doesn't even hav it,neutral
Internet stopped working right in the middle me quantum leap.  grr,negative
 http://twitpic.com/2zemt - aww *-* she has very cute smile,positive
 imagine i would say&quot;****!&quot; lol if i were ma d! haha but im not cuz ur cool,positive
"But anywho, I just got in and out of the pool within like 30 minutes because it's about to start storming",positive
"Soon we are going to look at a cabaret, it's going to be fun!",positive
is going to see wolverine and is a lil bit excited,positive
I wish I could go to the Love Music Hate Racism gig this weekend   I'm not in the right part of the world even,negative
" thank you for accepting my request!! must take care of my little girl, maybe i write back later",positive
" ran 5 miles, went to the gym &amp; woke up Ur great kids....dependable Danny  hope it has been great already",positive
Found which exit to take. Thanks .,positive
 How inconsiderate!,negative
UP was awesome! Everyone should go see it.  But the stupid theatre didn't show the Pixar short film.,neutral
HEY!  i dont know how to use this ._.,neutral
been To beach+ nanny's Just got back- roast Iater and then Pudding,neutral
I am very sad because I have gone on the show McFly fan I am of them!,negative
 hahahaha! i laughed my **** off just now. thanks,positive
 LOL well i'm qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,neutral
"Going lay down, I'll get up officially @ 1! Yes 1! lol Good(night) again!",positive
 very very cute  and fun to watch.,positive
 how was your day ? boredom stuck my head,negative
 LOL how many stalkers today?you just love getting creepy stalkers,positive
"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop",positive
 haha  Thanks!,positive
I was awake until 12:45am then my mum turned the internet off so i couldnt watch the  live chat i was ccrying i was sad,negative
Or maybe its just us ....,neutral
shares http://tinyurl.com/czhzb3 another id draft  http://plurk.com/p/rpzmx,neutral
 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x,neutral
 If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,positive
"  It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?",negative
 yeahhh. &amp;dont judge my pillow,neutral
Twitter is sooo quiet today,neutral
because he _real_nash wants to be an honorary Filipino  i'll follow him now ;)) thanks !,positive
Trying to get some work done not too happy about work situation,positive
"Thought i saw the a-trak van, turns out its the Alcohol- TEAM van.",neutral
Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days,positive
" My first thought too, I've never even watched Dragonball",neutral
 hhaha kewl dude!!  but if u dont know &amp; he does have a reason well thats another story mhmhmh...does he?,neutral
8 of my 11 followers are random spammers,negative
 We need men to give their input too so I'll fill u in on the time very soon,neutral
Hello my lovely followers  love and peace from my house lolz We just need the weather!,positive
is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,positive
" I'm sorry you aren't having a good day.  cheer up though, your day doesn't define you...",neutral
 -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe,negative
sees your Steve Coogan and raises you a Dylan Moran.,neutral
 very long by the sounds of things... But deadlines are Deadlines...,neutral
"Watching Twilight again  !!! &lt;3 I'm watching the Audio Commentary, it's sooo funny ;)",positive
" your lucky, you have a bed and ice cream, all i have is a very sore couch and some cardboard",neutral
Good! luck you! I want new shoes  Ly x,positive
 she said no,neutral
wants to cool down,positive
happy to b home .. then my mind wanders an I can't sleep,positive
"_127 good morning  one m,ore day YAY! #TwitterTakeover",positive
 he he! I will send it thru anurag,neutral
A little irked at the moment,negative
" Apple's ads aside, I'd rather have recommendations from real people who have real experience with the iPhone apps I seek.",positive
HAPPY MOTHERS DAY!,positive
" he has been really brave but this is the best thing to do - now he can rest and get better. Get well soon, Alexi",positive
